city,terrain,rider,traffic sign,license plate,road,sidewalk,vegetation,out of roi,building,pole,static,sky,person,bicycle,ego vehicle,car,cargroup,ground,wall,dynamic,fence,traffic light,motorcycle,bicyclegroup,persongroup,parking,bus,bridge,trailer,polegroup,tunnel,caravan,truck,guard rail,rectification border,rail track,train,motorcyclegroup,ridergroup,truckgroup
bremen,5.0,1.0,7.0,1.0,1.0,3.0,6.0,1,3.0,25.0,14.0,1.0,,1.0,1,7.0,1.0,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,
bremen,,1.0,4.0,,1.0,2.0,5.0,1,2.0,14.0,11.0,1.0,,3.0,1,2.0,4.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,
bremen,1.0,,7.0,1.0,1.0,1.0,3.0,1,2.0,13.0,11.0,1.0,3.0,1.0,1,7.0,,1.0,,3.0,,3.0,,1.0,,,,,,,,,,,,,,,,
bremen,1.0,1.0,6.0,,1.0,3.0,1.0,1,1.0,19.0,16.0,1.0,3.0,1.0,1,4.0,1.0,,,,,7.0,,,1.0,,,,,2.0,,,,,,,,,,
bremen,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1,1.0,13.0,12.0,1.0,,2.0,1,14.0,3.0,1.0,,,,,,,,,,,1.0,,,,3.0,,,,,,,
bremen,2.0,,3.0,3.0,1.0,1.0,3.0,1,3.0,5.0,9.0,1.0,2.0,,1,9.0,6.0,,,,,,,,,,1.0,,,,,,,,,,,,,
bremen,8.0,,9.0,1.0,1.0,3.0,5.0,1,2.0,31.0,19.0,1.0,3.0,1.0,1,1.0,,,2.0,,2.0,,,2.0,,,,,,1.0,,,,,,,,,,
bremen,10.0,2.0,17.0,1.0,1.0,3.0,5.0,1,2.0,33.0,23.0,1.0,3.0,3.0,1,4.0,,,1.0,1.0,1.0,,,2.0,3.0,,,,,2.0,,,,,,,,,,
bremen,1.0,3.0,12.0,2.0,1.0,3.0,5.0,1,1.0,21.0,23.0,1.0,5.0,4.0,1,7.0,,,,1.0,,12.0,,,3.0,,,1.0,,,1.0,,,,,,,,,
bremen,,5.0,6.0,1.0,1.0,2.0,3.0,1,1.0,14.0,26.0,1.0,2.0,5.0,1,4.0,2.0,1.0,,,1.0,1.0,,,3.0,,,1.0,,,,,1.0,,,,,,,
bremen,2.0,,9.0,2.0,1.0,2.0,3.0,1,1.0,14.0,21.0,1.0,3.0,1.0,1,11.0,2.0,,1.0,,5.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,
bremen,2.0,3.0,11.0,,1.0,4.0,4.0,1,2.0,22.0,17.0,1.0,,4.0,1,3.0,,2.0,2.0,2.0,4.0,19.0,,,,,,,,,,,,,,,,,,
bremen,3.0,1.0,11.0,1.0,1.0,2.0,3.0,1,3.0,27.0,20.0,1.0,1.0,1.0,1,10.0,1.0,,,,1.0,9.0,,,,,,,,,,,,,,1.0,,,,
bremen,,1.0,11.0,3.0,1.0,2.0,3.0,1,1.0,14.0,19.0,1.0,1.0,,1,8.0,,1.0,,,,15.0,1.0,,,,,,,,,,,,,,,,,
bremen,1.0,6.0,5.0,,1.0,6.0,1.0,1,1.0,24.0,24.0,1.0,1.0,4.0,1,6.0,1.0,2.0,,,2.0,10.0,1.0,1.0,,,,,,2.0,,1.0,,,,,,,,
bremen,3.0,3.0,9.0,1.0,1.0,8.0,6.0,1,1.0,23.0,19.0,1.0,6.0,4.0,1,4.0,,,,2.0,,14.0,,1.0,,,,,,1.0,,,1.0,,,,,,,
bremen,1.0,1.0,,1.0,1.0,2.0,2.0,1,1.0,5.0,18.0,1.0,3.0,2.0,1,15.0,,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,
bremen,2.0,,6.0,,1.0,1.0,4.0,1,1.0,15.0,30.0,2.0,3.0,,1,15.0,1.0,,,2.0,,6.0,,1.0,,,,,,1.0,,,1.0,,,,,,,
bremen,,,4.0,,1.0,2.0,7.0,1,7.0,9.0,20.0,1.0,17.0,5.0,1,,,1.0,,3.0,1.0,3.0,,,3.0,,,,,1.0,,,,,,,,,,
bremen,,,6.0,1.0,1.0,2.0,1.0,1,1.0,4.0,5.0,1.0,2.0,1.0,1,12.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
cologne,,,2.0,2.0,1.0,2.0,7.0,1,3.0,17.0,13.0,1.0,1.0,,1,10.0,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,
cologne,2.0,,2.0,1.0,1.0,2.0,9.0,1,1.0,13.0,16.0,1.0,4.0,1.0,1,19.0,6.0,1.0,,4.0,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
cologne,6.0,,1.0,1.0,1.0,3.0,10.0,1,2.0,8.0,17.0,1.0,2.0,,1,9.0,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,
cologne,2.0,,4.0,3.0,1.0,3.0,4.0,1,3.0,21.0,27.0,1.0,4.0,,1,13.0,2.0,1.0,,,,10.0,,,,1.0,,,,,,,1.0,,,,,,,
cologne,1.0,2.0,1.0,1.0,1.0,,5.0,1,2.0,1.0,3.0,1.0,2.0,1.0,1,10.0,3.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,,
cologne,1.0,,2.0,,1.0,1.0,3.0,1,1.0,4.0,2.0,,2.0,,1,6.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
cologne,1.0,,9.0,1.0,1.0,2.0,5.0,1,5.0,32.0,18.0,1.0,16.0,2.0,1,6.0,3.0,5.0,,1.0,,12.0,,,,,,,,,,,,,,,,,,
cologne,,1.0,3.0,2.0,1.0,4.0,6.0,1,1.0,14.0,13.0,1.0,4.0,5.0,1,9.0,3.0,,,,,4.0,,,,,,,,,,,1.0,,,,,,,
cologne,1.0,1.0,2.0,,1.0,2.0,8.0,1,1.0,17.0,28.0,1.0,11.0,1.0,1,13.0,1.0,,,,2.0,7.0,,,,,,,,,,,,,,,,,,
cologne,,,6.0,2.0,1.0,3.0,4.0,1,1.0,10.0,15.0,1.0,10.0,3.0,1,11.0,,,,,4.0,3.0,,1.0,,,,,,,,,,,,,,,,
cologne,5.0,,2.0,2.0,1.0,1.0,5.0,1,3.0,11.0,7.0,1.0,1.0,,1,14.0,1.0,,,,,6.0,,,,2.0,,,,,,,,,,,,,,
cologne,6.0,,12.0,1.0,2.0,3.0,8.0,1,6.0,19.0,21.0,2.0,4.0,,1,4.0,,,1.0,,,10.0,,,,,,1.0,,,1.0,,,,,,,,,
cologne,3.0,5.0,6.0,2.0,1.0,1.0,2.0,1,2.0,27.0,19.0,3.0,2.0,3.0,1,9.0,1.0,1.0,1.0,,1.0,8.0,,1.0,,,,,,,,,,,,,,,1.0,
cologne,2.0,,13.0,3.0,1.0,1.0,2.0,1,3.0,8.0,12.0,3.0,,,1,12.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,
cologne,,,6.0,3.0,1.0,1.0,4.0,1,1.0,25.0,12.0,1.0,4.0,,1,6.0,,,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,
cologne,2.0,,6.0,3.0,1.0,3.0,2.0,1,1.0,18.0,13.0,2.0,24.0,,1,9.0,,,4.0,1.0,2.0,3.0,,1.0,3.0,,,,,1.0,,,,,,,,,,
cologne,1.0,,1.0,1.0,1.0,2.0,3.0,1,2.0,24.0,22.0,1.0,,,1,22.0,,2.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,
cologne,1.0,,8.0,4.0,2.0,2.0,3.0,1,1.0,32.0,10.0,1.0,8.0,,1,10.0,2.0,2.0,,3.0,3.0,15.0,,,,,,,,,,,,,,1.0,,,,
cologne,3.0,10.0,5.0,,2.0,,3.0,1,1.0,25.0,14.0,3.0,9.0,7.0,1,2.0,,2.0,,,,13.0,,1.0,2.0,,1.0,,,,,,,,,,,,,
cologne,,4.0,2.0,2.0,1.0,2.0,1.0,1,1.0,7.0,10.0,1.0,4.0,1.0,1,5.0,,,,,2.0,,6.0,4.0,13.0,,,,,,,,,,,,,,,
cologne,,,5.0,1.0,2.0,4.0,2.0,1,1.0,15.0,11.0,3.0,39.0,,1,3.0,,1.0,,1.0,,4.0,,,,,,,,,,,1.0,,,,,,,
cologne,1.0,5.0,4.0,2.0,1.0,1.0,5.0,1,1.0,17.0,21.0,1.0,2.0,4.0,1,1.0,,2.0,,,2.0,,2.0,3.0,3.0,,,,,,,,,,,,,,,
cologne,1.0,2.0,7.0,,1.0,2.0,3.0,1,3.0,29.0,20.0,1.0,13.0,2.0,1,9.0,,2.0,,1.0,2.0,4.0,1.0,,3.0,,,,,,,,2.0,,,,,,,
cologne,1.0,1.0,8.0,1.0,1.0,4.0,2.0,1,2.0,30.0,14.0,1.0,27.0,,1,6.0,2.0,,,2.0,1.0,12.0,,1.0,3.0,,,1.0,,,,,,,,,,,,
cologne,,,2.0,1.0,1.0,,3.0,1,1.0,3.0,7.0,1.0,,,1,14.0,3.0,1.0,,,,4.0,,,,,,,,,,,,,,,,,,
cologne,,,10.0,,3.0,,3.0,1,1.0,14.0,14.0,1.0,1.0,,1,25.0,1.0,2.0,,,1.0,5.0,,,1.0,,,,,,,,,,,,,,,
cologne,2.0,2.0,12.0,3.0,1.0,4.0,5.0,1,1.0,25.0,26.0,,6.0,2.0,1,6.0,4.0,,,2.0,1.0,9.0,,,,,,,,,,,,,,,,,,
cologne,3.0,1.0,8.0,2.0,1.0,2.0,6.0,1,1.0,22.0,13.0,,5.0,2.0,1,7.0,2.0,,1.0,,3.0,9.0,,,,,,,,,,,,,,,,,,
cologne,,,7.0,,1.0,3.0,4.0,1,1.0,19.0,14.0,2.0,2.0,1.0,1,7.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
cologne,1.0,,12.0,2.0,1.0,2.0,1.0,1,2.0,12.0,9.0,1.0,1.0,2.0,1,15.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
cologne,1.0,2.0,2.0,,1.0,3.0,3.0,1,1.0,8.0,17.0,1.0,2.0,5.0,1,1.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,
cologne,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1,1.0,19.0,16.0,1.0,2.0,1.0,1,12.0,3.0,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,
cologne,,1.0,7.0,,1.0,3.0,1.0,1,1.0,32.0,15.0,,12.0,3.0,1,2.0,,1.0,,1.0,,8.0,,,,,,,,,,,,,,,,,,
cologne,,,6.0,1.0,1.0,3.0,5.0,1,1.0,22.0,3.0,,6.0,,1,6.0,,,,,,5.0,,,1.0,,,,,,,,,,,,,,,
cologne,,,9.0,,1.0,5.0,1.0,1,1.0,37.0,12.0,,4.0,,1,6.0,,1.0,1.0,,1.0,8.0,1.0,,1.0,,,,,,,,,,,,,,,
cologne,2.0,1.0,14.0,5.0,1.0,3.0,4.0,1,1.0,26.0,11.0,2.0,2.0,,1,13.0,,,1.0,,1.0,7.0,,,,,,,,,,,,,,,,,,
cologne,3.0,4.0,4.0,,1.0,5.0,3.0,1,2.0,16.0,30.0,2.0,1.0,3.0,1,16.0,2.0,4.0,,,,6.0,,,1.0,,,1.0,,,,,,,,,1.0,,,
cologne,1.0,3.0,13.0,1.0,1.0,2.0,4.0,1,2.0,32.0,24.0,3.0,1.0,,1,2.0,,1.0,,,2.0,4.0,,1.0,,,,,,2.0,,,,,,,,,,
cologne,3.0,,4.0,1.0,2.0,2.0,4.0,1,2.0,23.0,8.0,,3.0,,1,3.0,3.0,,,,1.0,5.0,,,1.0,,,,,,,,,,,,,,,
cologne,4.0,,3.0,,1.0,2.0,4.0,1,1.0,26.0,15.0,2.0,2.0,,1,6.0,2.0,1.0,,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,
cologne,,,8.0,,1.0,4.0,7.0,1,2.0,29.0,21.0,1.0,2.0,3.0,1,10.0,3.0,,,,3.0,10.0,,1.0,,1.0,,1.0,,,,,,,,,,,,
cologne,1.0,,4.0,4.0,1.0,2.0,3.0,1,1.0,18.0,20.0,1.0,1.0,1.0,1,13.0,2.0,,1.0,,,8.0,,,,2.0,,,,,,,,,,,,,,
cologne,,,4.0,1.0,1.0,3.0,3.0,1,1.0,17.0,10.0,1.0,9.0,,1,6.0,,,,2.0,,6.0,,1.0,,,,,,,,,2.0,,,,,,,
cologne,4.0,1.0,3.0,,1.0,3.0,3.0,1,2.0,18.0,17.0,2.0,2.0,3.0,1,12.0,1.0,,,1.0,5.0,8.0,1.0,,1.0,2.0,,1.0,,,,,,,,,,,,
cologne,2.0,1.0,6.0,1.0,1.0,1.0,5.0,1,3.0,28.0,15.0,1.0,7.0,2.0,1,9.0,2.0,2.0,1.0,,2.0,10.0,,,1.0,,,1.0,,,,,,,,,,,,
cologne,3.0,,3.0,1.0,1.0,1.0,1.0,1,1.0,13.0,8.0,1.0,3.0,,1,16.0,3.0,1.0,,,,9.0,,,,,,1.0,,,,,,,,,,,,
cologne,1.0,2.0,6.0,2.0,1.0,5.0,5.0,1,4.0,27.0,14.0,2.0,27.0,2.0,1,5.0,,3.0,,1.0,,8.0,,,1.0,,,,,,,,,,,,,,,
cologne,5.0,1.0,7.0,3.0,2.0,2.0,6.0,1,2.0,14.0,16.0,3.0,1.0,1.0,1,12.0,2.0,,,,1.0,6.0,,,,,,,,,,,,,,,,,,
cologne,2.0,,4.0,4.0,1.0,1.0,4.0,1,1.0,13.0,9.0,1.0,2.0,,1,26.0,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,
cologne,,2.0,6.0,1.0,1.0,4.0,3.0,1,2.0,24.0,24.0,1.0,1.0,11.0,1,26.0,1.0,,,,1.0,8.0,,,,,,,,,,,,,,,,,,
cologne,1.0,,4.0,2.0,1.0,1.0,7.0,1,1.0,5.0,8.0,1.0,,5.0,1,20.0,4.0,1.0,,,,,,2.0,,1.0,,,,,,1.0,,,,,,,,
cologne,1.0,,2.0,1.0,2.0,1.0,4.0,1,1.0,3.0,5.0,1.0,3.0,,1,16.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
cologne,,1.0,3.0,,1.0,3.0,3.0,1,3.0,13.0,7.0,1.0,13.0,,1,4.0,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,
cologne,2.0,2.0,5.0,2.0,1.0,2.0,12.0,1,2.0,22.0,28.0,1.0,12.0,3.0,1,18.0,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,
cologne,,,2.0,2.0,1.0,2.0,11.0,1,2.0,11.0,35.0,1.0,10.0,7.0,1,12.0,1.0,,,,2.0,2.0,2.0,,,3.0,,,,,,,,,,,,,,
cologne,,3.0,4.0,2.0,1.0,2.0,10.0,1,2.0,22.0,41.0,1.0,12.0,7.0,1,19.0,,3.0,,1.0,2.0,6.0,1.0,,,2.0,,,,,,,,,,,,,,
cologne,,3.0,7.0,,1.0,3.0,3.0,1,3.0,14.0,33.0,1.0,16.0,3.0,1,3.0,,,,,1.0,8.0,,1.0,,,,,,,,,,,,,,,,
cologne,1.0,1.0,,1.0,1.0,2.0,3.0,1,2.0,21.0,19.0,1.0,8.0,2.0,1,16.0,,1.0,,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,
cologne,3.0,1.0,,,2.0,1.0,3.0,1,1.0,3.0,7.0,,9.0,1.0,1,2.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,
cologne,4.0,2.0,5.0,2.0,1.0,,5.0,1,2.0,17.0,21.0,2.0,,2.0,1,19.0,,3.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,
cologne,2.0,,3.0,3.0,2.0,,3.0,1,1.0,7.0,8.0,1.0,,,1,17.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
cologne,2.0,,10.0,3.0,1.0,1.0,4.0,1,2.0,31.0,16.0,1.0,4.0,,1,15.0,,,,,,17.0,,,1.0,,,,,,,,,,,,,,,
cologne,5.0,,1.0,1.0,1.0,1.0,12.0,1,1.0,17.0,16.0,1.0,,1.0,1,17.0,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,
cologne,6.0,2.0,3.0,1.0,1.0,,4.0,1,2.0,7.0,13.0,1.0,2.0,2.0,1,1.0,,2.0,,,2.0,,,,,,1.0,1.0,,,,,2.0,1.0,,,,,,
cologne,,4.0,4.0,,2.0,3.0,2.0,1,1.0,13.0,16.0,1.0,4.0,5.0,1,9.0,,,,,1.0,3.0,,,,,1.0,,,,,,,,,,1.0,,,
cologne,,,16.0,4.0,1.0,2.0,5.0,1,3.0,20.0,17.0,1.0,6.0,,1,21.0,,3.0,,,,6.0,,,,,,,,,,,,,,,1.0,,,
cologne,,,7.0,2.0,1.0,3.0,3.0,1,4.0,28.0,15.0,1.0,6.0,,1,7.0,,,,,,13.0,,,1.0,,,,,,,,,,,,,,,
cologne,2.0,,4.0,4.0,1.0,2.0,4.0,1,6.0,22.0,7.0,1.0,14.0,,1,17.0,1.0,1.0,,,,7.0,,,,,,,,,,,,,,,,,,
cologne,1.0,1.0,6.0,2.0,1.0,4.0,4.0,1,2.0,31.0,41.0,1.0,20.0,5.0,1,10.0,,,,3.0,3.0,8.0,1.0,,,,,,,,,,,,,,2.0,,,
cologne,2.0,,11.0,2.0,1.0,3.0,5.0,1,4.0,15.0,17.0,1.0,3.0,,1,25.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
cologne,1.0,,8.0,1.0,1.0,3.0,3.0,1,4.0,14.0,30.0,1.0,,3.0,1,13.0,,,,,,4.0,,4.0,1.0,,,,,,,,,,,,,,,
cologne,4.0,,7.0,,1.0,3.0,3.0,1,2.0,27.0,27.0,1.0,5.0,7.0,1,13.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,
cologne,,1.0,3.0,2.0,1.0,1.0,3.0,1,5.0,8.0,19.0,1.0,2.0,1.0,1,24.0,,,,,,4.0,,,,,,,,,,,,,,,,,,
cologne,,,3.0,,1.0,1.0,3.0,1,4.0,9.0,14.0,1.0,8.0,,1,18.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
cologne,,1.0,5.0,1.0,1.0,2.0,4.0,1,3.0,16.0,28.0,1.0,5.0,4.0,1,25.0,1.0,,,,,5.0,,3.0,,,,1.0,,,,,,,,,,,,
cologne,,1.0,3.0,,1.0,1.0,,1,1.0,5.0,19.0,1.0,5.0,4.0,1,5.0,,,,2.0,,3.0,,1.0,,,,,,,,,,,,,,,,
cologne,2.0,2.0,8.0,1.0,1.0,2.0,5.0,1,4.0,22.0,10.0,1.0,2.0,1.0,1,14.0,1.0,,,1.0,1.0,8.0,1.0,,,,,,,,,,,,,,,,,
cologne,2.0,,7.0,2.0,1.0,1.0,6.0,1,3.0,21.0,14.0,1.0,4.0,,1,23.0,,1.0,,1.0,,10.0,,,,,,,,,,,1.0,,,,,,,
cologne,1.0,1.0,8.0,4.0,1.0,2.0,8.0,1,7.0,26.0,28.0,1.0,7.0,4.0,1,13.0,,,,,1.0,5.0,,2.0,1.0,,,,,,,,,,,,,,,
cologne,,,2.0,2.0,1.0,1.0,4.0,1,4.0,5.0,36.0,1.0,18.0,,1,26.0,5.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,
cologne,,1.0,1.0,2.0,1.0,1.0,3.0,1,4.0,4.0,50.0,1.0,4.0,1.0,1,23.0,2.0,,,1.0,,1.0,,2.0,,,,1.0,,,,,1.0,,,,,,,
cologne,,2.0,3.0,2.0,1.0,3.0,4.0,1,5.0,12.0,37.0,1.0,11.0,3.0,1,16.0,,,,,,6.0,,,,,,1.0,,,,,,,,,,,,
cologne,,3.0,4.0,2.0,1.0,2.0,6.0,1,3.0,15.0,25.0,1.0,24.0,7.0,1,5.0,,1.0,,2.0,,8.0,,2.0,,,,1.0,,,,,,,,,1.0,,,
cologne,,2.0,2.0,,1.0,2.0,4.0,1,3.0,19.0,43.0,1.0,13.0,3.0,1,6.0,,,,6.0,,4.0,,6.0,,,,,,,,,,,,,,,,
cologne,,,3.0,1.0,1.0,1.0,1.0,1,2.0,4.0,10.0,1.0,1.0,2.0,1,32.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
cologne,3.0,3.0,6.0,3.0,1.0,4.0,4.0,1,5.0,22.0,50.0,1.0,21.0,9.0,1,9.0,,,,7.0,,13.0,,2.0,,,,,,,,,,,,,,,,
cologne,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1,3.0,9.0,39.0,1.0,16.0,9.0,1,4.0,,,,5.0,,5.0,,1.0,,,,,,,,,,,,,,,,
cologne,,2.0,,1.0,1.0,2.0,3.0,1,4.0,15.0,24.0,1.0,8.0,3.0,1,19.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
cologne,,4.0,5.0,1.0,1.0,4.0,4.0,1,5.0,6.0,31.0,1.0,6.0,12.0,1,25.0,,,,,,,,,,,,,,,,,,,,,,,,
cologne,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1,1.0,15.0,35.0,1.0,13.0,6.0,1,17.0,2.0,1.0,,,,1.0,,5.0,1.0,1.0,,,,,,,,,,,,,1.0,
cologne,2.0,2.0,,,1.0,,5.0,1,1.0,3.0,10.0,1.0,,5.0,1,18.0,,2.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,
cologne,,,3.0,1.0,1.0,1.0,4.0,1,4.0,7.0,18.0,1.0,1.0,,1,22.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
cologne,4.0,1.0,4.0,1.0,1.0,2.0,11.0,1,2.0,16.0,22.0,1.0,3.0,13.0,1,16.0,,1.0,,,,,1.0,4.0,,,,,,,,,,,,,,,1.0,
cologne,,,1.0,2.0,2.0,1.0,6.0,1,2.0,7.0,7.0,1.0,1.0,1.0,1,19.0,5.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
cologne,1.0,,3.0,2.0,1.0,2.0,7.0,1,2.0,5.0,10.0,1.0,3.0,2.0,1,18.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
cologne,,2.0,8.0,1.0,1.0,2.0,4.0,1,4.0,18.0,29.0,1.0,7.0,3.0,1,31.0,2.0,,,,,5.0,,,,1.0,,,,,,,,,,,,,,
cologne,6.0,1.0,12.0,,1.0,2.0,16.0,1,3.0,24.0,35.0,1.0,1.0,7.0,1,22.0,1.0,3.0,,,,1.0,,,,1.0,,,,,,,,,,,,,2.0,
cologne,7.0,,6.0,1.0,1.0,,13.0,1,2.0,12.0,6.0,1.0,,1.0,1,19.0,,1.0,,,1.0,5.0,,,,2.0,,,,,,,,,,,,,,
cologne,1.0,1.0,3.0,1.0,1.0,,8.0,1,3.0,5.0,12.0,1.0,2.0,1.0,1,17.0,,,,,,6.0,,,,,,,,,,,,,,,,,,
cologne,1.0,,6.0,1.0,1.0,2.0,5.0,1,3.0,13.0,20.0,1.0,3.0,6.0,1,9.0,,,,2.0,,10.0,,,,,,1.0,,,,,,,,,,,1.0,
cologne,1.0,,13.0,,1.0,3.0,5.0,1,3.0,17.0,26.0,1.0,5.0,,1,7.0,,4.0,,,3.0,12.0,,,1.0,,,2.0,,,,,,,,,,,,
cologne,1.0,,4.0,,1.0,2.0,7.0,1,3.0,36.0,12.0,1.0,8.0,,1,4.0,1.0,4.0,,1.0,,7.0,,,2.0,,,1.0,,1.0,,,,,,,,,,
cologne,,,2.0,1.0,1.0,2.0,1.0,1,3.0,4.0,12.0,1.0,3.0,2.0,1,14.0,,,,,,2.0,,,,1.0,,1.0,,,,,,,,,,,,
cologne,1.0,3.0,4.0,2.0,1.0,1.0,3.0,1,3.0,12.0,14.0,1.0,3.0,4.0,1,15.0,1.0,1.0,,,1.0,7.0,,1.0,,,,,1.0,,,,,,,,,,,
cologne,1.0,,8.0,2.0,1.0,1.0,1.0,1,2.0,16.0,7.0,1.0,4.0,,1,5.0,,2.0,,,,17.0,,,,,,,,,,,,,,,,,,
cologne,1.0,,4.0,,1.0,3.0,6.0,1,2.0,9.0,18.0,1.0,5.0,2.0,1,14.0,6.0,1.0,,,,4.0,,2.0,,1.0,,,,,,,,,,,1.0,,,
cologne,,,4.0,,1.0,2.0,2.0,1,5.0,22.0,18.0,1.0,7.0,,1,13.0,1.0,2.0,,1.0,3.0,10.0,,3.0,1.0,,,,,,,,,,,,1.0,,1.0,
cologne,,2.0,5.0,,1.0,2.0,2.0,1,5.0,18.0,21.0,1.0,8.0,2.0,1,4.0,,2.0,,1.0,3.0,10.0,,3.0,,,,,,,,,,,,,,,,
cologne,,,1.0,,1.0,2.0,2.0,1,1.0,14.0,5.0,1.0,6.0,,1,,,1.0,,,2.0,2.0,,1.0,,,,,,,,,,,,,1.0,,,
cologne,4.0,,6.0,3.0,1.0,3.0,6.0,1,2.0,14.0,7.0,1.0,5.0,,1,13.0,5.0,1.0,,,,7.0,,,,,,,,,,,,,,,,,,
cologne,1.0,,2.0,2.0,1.0,,3.0,1,2.0,16.0,7.0,1.0,,,1,13.0,4.0,2.0,,,4.0,3.0,,,,,,,,,,,,,,,,,,
cologne,2.0,1.0,5.0,2.0,1.0,3.0,6.0,1,3.0,24.0,15.0,1.0,1.0,,1,12.0,1.0,1.0,,,,14.0,1.0,,,,,,,,,,1.0,,,,,,,
cologne,2.0,,5.0,2.0,1.0,2.0,3.0,1,2.0,36.0,16.0,1.0,,,1,11.0,2.0,,3.0,,1.0,8.0,,,,,,,,,,,,,,,,,,
cologne,1.0,,1.0,3.0,1.0,1.0,4.0,1,3.0,23.0,19.0,1.0,1.0,,1,8.0,,,,,,4.0,,,,,,,,,,,,,,,,,,
cologne,2.0,1.0,13.0,2.0,1.0,2.0,7.0,1,3.0,21.0,19.0,1.0,5.0,1.0,1,17.0,1.0,1.0,,,1.0,10.0,,,1.0,,,,,,,,,,,,,,,
cologne,2.0,1.0,8.0,2.0,1.0,2.0,4.0,1,2.0,13.0,20.0,,,2.0,1,11.0,,1.0,,,,5.0,,,,,,,,,,,,,,,,,,
cologne,2.0,,12.0,1.0,1.0,4.0,3.0,1,3.0,22.0,19.0,1.0,5.0,1.0,1,13.0,,1.0,,,,13.0,,1.0,,,1.0,,,,,,,,,,,,,
cologne,1.0,1.0,3.0,1.0,1.0,2.0,4.0,1,3.0,10.0,15.0,1.0,,1.0,1,12.0,,,1.0,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,
cologne,1.0,,7.0,1.0,1.0,2.0,2.0,1,3.0,15.0,17.0,1.0,,,1,12.0,,2.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,
cologne,,,7.0,,1.0,5.0,1.0,1,4.0,19.0,15.0,1.0,4.0,1.0,1,6.0,1.0,2.0,,,,,,3.0,1.0,,,,,,,,,,,,1.0,,,
cologne,,,9.0,2.0,1.0,5.0,2.0,1,4.0,28.0,23.0,1.0,5.0,,1,7.0,,2.0,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,
cologne,2.0,,9.0,,1.0,3.0,3.0,1,2.0,28.0,13.0,1.0,7.0,1.0,1,8.0,1.0,2.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,
cologne,2.0,,15.0,2.0,1.0,1.0,12.0,1,3.0,30.0,19.0,1.0,1.0,,1,12.0,2.0,,,,2.0,10.0,,,,,1.0,,,,1.0,,,,,,,,,
cologne,,1.0,10.0,1.0,1.0,1.0,5.0,1,2.0,13.0,17.0,1.0,24.0,2.0,1,3.0,,2.0,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,
cologne,1.0,,6.0,2.0,1.0,2.0,2.0,1,2.0,12.0,10.0,1.0,10.0,,1,7.0,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,
cologne,,,5.0,1.0,1.0,1.0,2.0,1,2.0,6.0,5.0,,13.0,,1,5.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,
